text_id,content_text,author_type,model_source,prompt_complexity_score,perplexity_score,burstiness_index,syntactic_variability,semantic_coherence_score,lexical_diversity_ratio,readability_grade_level,generation_confidence_score
TXT_0621,analysis language detection model content model pattern data system data content research,Human,Gemini,0.171,30.47,0.209,0.077,0.534,0.07,11.2,0.888
TXT_0622,content analysis generation data analysis model language algorithm system model,Human,Gemini,0.668,10.28,0.775,0.163,0.338,0.98,8.7,0.026
TXT_0623,content pattern pattern research network generation research content detection,Human,GPT-4,0.609,37.32,0.433,0.388,0.658,0.616,5.8,0.406
TXT_0624,generation generation content learning model language algorithm learning pattern content learning algorithm content pattern,Human,Human,0.644,19.77,0.192,0.186,0.718,0.183,15.4,0.031
TXT_0625,generation learning analysis data content learning network system,Human,GPT-4,0.088,52.55,0.904,0.792,0.558,0.679,13.5,0.371
TXT_0626,learning model model pattern pattern learning generation pattern generation pattern content algorithm,AI,Gemini,0.894,70.94,0.198,0.416,0.057,0.763,14.2,0.173
TXT_0627,content network detection data network pattern generation pattern learning algorithm,AI,Human,0.389,88.71,0.026,0.093,0.17,0.429,9.0,0.252
TXT_0628,language network generation language algorithm content learning system model research algorithm language,AI,Claude,0.313,77.43,0.02,0.484,0.285,0.862,13.4,0.878
TXT_0629,system algorithm system network system pattern generation data network system content model learning language,AI,GPT-4,0.462,94.47,0.622,0.091,0.283,0.151,10.3,0.436
TXT_0630,analysis pattern model content pattern generation system language generation system research data generation data,Human,Gemini,0.39,14.85,0.662,0.129,0.673,0.279,7.2,0.274
TXT_0631,detection research learning network data research detection language data,Human,Claude,0.864,11.1,0.311,0.24,0.018,0.093,6.4,0.589
TXT_0632,algorithm content learning content language system data system analysis data research learning system,AI,GPT-4,0.929,69.52,0.32,0.86,0.756,0.211,8.8,0.142
TXT_0633,data analysis content research algorithm data algorithm model language learning data generation analysis,AI,GPT-4,0.303,36.04,0.339,0.925,0.265,0.239,6.5,0.259
TXT_0634,pattern pattern system detection generation model learning content research algorithm model system research pattern,Human,Human,0.864,32.82,0.68,0.826,0.31,0.918,16.0,0.546
TXT_0635,content system analysis algorithm detection generation data model language data detection research pattern,Human,Gemini,0.782,39.78,0.058,0.334,0.528,0.078,5.5,0.238
TXT_0636,data generation network research algorithm system detection algorithm data learning research detection system,Human,Claude,0.931,34.28,0.929,0.272,0.216,0.427,9.9,0.679
TXT_0637,pattern analysis pattern algorithm algorithm research learning data,AI,GPT-4,0.246,56.03,0.223,0.549,0.884,0.532,10.0,0.491
TXT_0638,data research pattern algorithm system detection analysis detection research system,Human,Human,0.577,49.61,1.0,0.722,0.085,0.899,8.3,0.772
TXT_0639,system content detection detection generation network analysis model learning network content,Human,Claude,0.275,56.12,0.172,0.993,0.444,0.998,11.3,0.948
TXT_0640,analysis data network data learning data learning pattern pattern analysis,AI,Claude,0.824,70.54,0.772,0.132,0.849,0.753,6.6,0.116
TXT_0641,algorithm learning system model model research model research detection model learning,AI,GPT-4,0.005,44.84,0.223,0.049,0.616,0.971,13.6,0.335
TXT_0642,algorithm data pattern content model algorithm algorithm pattern learning analysis pattern analysis model language,AI,Claude,0.565,32.62,0.081,0.694,0.292,0.787,8.7,0.32
TXT_0643,content pattern model model research system pattern system pattern content research algorithm detection,Human,GPT-4,0.339,24.96,0.875,0.832,0.421,0.963,11.5,0.151
TXT_0644,model analysis network content algorithm pattern learning network pattern network research data network,Human,Human,0.323,41.45,0.859,0.846,0.707,0.707,12.9,0.81
TXT_0645,generation analysis detection analysis generation system model learning network,AI,Human,0.645,76.76,0.404,0.678,0.973,0.08,14.8,0.76
TXT_0646,model research analysis system content network network learning data content network algorithm content network,Human,Claude,0.851,78.1,0.702,0.954,0.893,0.402,14.2,0.484
TXT_0647,content model content detection learning research research research model,Human,GPT-4,0.609,70.02,0.557,0.511,0.342,0.647,11.7,0.538
TXT_0648,pattern research detection analysis model system analysis analysis analysis algorithm learning learning pattern model,Human,Gemini,0.853,31.06,0.853,0.914,0.998,0.351,9.3,0.06
TXT_0649,detection detection analysis language generation content system learning language research,AI,Human,0.265,62.93,0.315,0.968,0.004,0.273,10.5,0.556
TXT_0650,model system model generation algorithm algorithm analysis pattern algorithm model research pattern analysis,AI,GPT-4,0.52,61.36,0.524,0.847,0.028,0.577,13.5,0.791
TXT_0651,detection system pattern generation analysis model system research data generation model generation,Human,GPT-4,0.451,53.58,0.485,0.31,0.824,0.934,14.7,0.574
TXT_0652,data system algorithm model generation system algorithm research research generation analysis,Human,GPT-4,0.012,59.5,0.354,0.196,0.199,0.035,6.1,0.265
TXT_0653,analysis learning model detection pattern network generation content detection language generation,Human,Claude,0.557,54.26,0.891,0.548,0.061,0.769,9.2,0.668
TXT_0654,algorithm data research learning algorithm detection research algorithm analysis research,Human,Gemini,0.662,60.89,0.166,0.453,0.237,0.723,13.5,0.361
TXT_0655,analysis algorithm system data research content system language,AI,Claude,0.592,74.4,0.15,0.878,0.426,0.964,9.7,0.545
TXT_0656,pattern research detection learning pattern data content generation model analysis,AI,Human,0.736,19.87,0.577,0.1,0.731,0.931,8.7,0.488
TXT_0657,model system generation analysis research system content algorithm research data algorithm system data content,Human,Claude,0.571,77.47,0.657,0.258,0.624,0.762,9.5,0.381
TXT_0658,model data model pattern analysis learning network pattern research network analysis,Human,GPT-4,0.067,22.23,0.195,0.752,0.238,0.52,11.6,0.719
TXT_0659,analysis detection network network language detection pattern research algorithm generation,AI,Claude,0.116,16.0,0.391,0.095,0.503,0.204,16.0,0.884
TXT_0660,analysis learning generation detection analysis content detection system system language network,Human,GPT-4,0.596,97.85,0.947,0.321,0.926,0.545,10.4,0.005
TXT_0661,language model pattern learning system data model generation model pattern analysis network language research,AI,Gemini,0.275,96.13,0.247,0.387,0.815,0.765,7.3,0.934
TXT_0662,content learning analysis research network generation research data model research pattern analysis system,Human,Claude,0.08,15.44,0.668,0.623,0.323,0.896,6.8,0.512
TXT_0663,generation pattern system language detection generation analysis learning pattern system detection content network pattern,AI,Claude,0.43,49.89,0.74,0.158,0.982,0.79,5.5,0.701
TXT_0664,system generation analysis system research system pattern generation data,Human,Claude,0.554,26.76,0.448,0.861,0.709,0.195,11.1,0.856
TXT_0665,data system pattern model analysis content content system system data generation model detection system,Human,GPT-4,0.329,53.68,0.938,0.448,0.062,0.6,11.0,0.467
TXT_0666,analysis pattern learning research system generation system generation,AI,GPT-4,0.72,84.72,0.737,0.917,0.035,0.332,7.3,0.835
TXT_0667,learning network language analysis analysis generation data generation data,AI,Claude,0.644,95.56,0.458,0.468,0.168,0.009,12.6,0.178
TXT_0668,algorithm content detection language analysis detection model generation model learning model,Human,Claude,0.333,67.08,0.569,0.275,0.728,0.2,13.2,0.159
TXT_0669,pattern content system language research generation analysis detection generation content network detection network research,Human,Gemini,0.755,41.85,0.693,0.142,0.184,0.113,7.9,0.657
TXT_0670,pattern algorithm algorithm algorithm analysis analysis algorithm network,AI,Gemini,0.649,64.3,0.592,0.004,0.511,0.843,8.8,0.87
TXT_0671,model content language algorithm content learning analysis analysis,AI,Human,0.637,38.08,0.879,0.532,0.093,0.259,15.9,0.892
TXT_0672,model algorithm generation detection network network model system pattern algorithm generation pattern,Human,Gemini,0.553,91.88,0.357,0.107,0.921,0.285,9.1,0.644
TXT_0673,model generation learning network pattern model analysis content,Human,Gemini,0.011,88.34,0.3,0.392,0.344,0.96,13.4,0.525
TXT_0674,analysis pattern learning model detection learning algorithm algorithm detection language content pattern detection,AI,Gemini,0.697,60.24,0.214,0.589,0.908,0.379,10.0,0.331
TXT_0675,language network system data generation learning generation content generation generation language analysis model network,AI,GPT-4,0.376,39.23,0.038,0.276,0.945,0.01,13.7,0.98
TXT_0676,model analysis generation data analysis language analysis language analysis algorithm,AI,Gemini,0.943,36.41,0.043,0.175,0.006,0.284,13.5,0.32
TXT_0677,data detection analysis system generation data algorithm learning learning network research system learning algorithm,AI,Gemini,0.818,13.01,0.87,0.775,0.464,0.119,12.3,0.744
TXT_0678,research analysis analysis content generation research generation algorithm pattern system language research,AI,Claude,0.588,83.42,0.678,0.947,0.025,0.103,14.4,0.532
TXT_0679,system content detection generation generation system analysis generation content pattern learning,Human,GPT-4,0.252,50.53,0.661,0.1,0.909,0.077,15.3,0.609
TXT_0680,data learning learning pattern generation detection model language analysis language generation language analysis pattern,Human,Human,0.204,39.26,0.615,0.156,0.518,0.593,11.4,0.393
TXT_0681,algorithm model language generation network language learning algorithm model generation content system pattern,AI,Human,0.34,52.4,0.849,0.96,0.075,0.189,7.6,0.965
TXT_0682,analysis language model learning learning detection data system language algorithm model learning data model,Human,Gemini,0.477,83.69,0.48,0.038,0.11,0.361,9.4,0.572
TXT_0683,pattern research pattern learning research model language learning detection research network,Human,Human,0.296,21.22,0.87,0.978,0.384,0.862,13.3,0.938
TXT_0684,algorithm system data research learning detection network detection network system,AI,Human,0.515,87.19,0.359,0.005,0.94,0.424,12.2,0.008
TXT_0685,network detection data generation network system network network content data,Human,Human,0.165,90.78,0.927,0.874,0.693,0.916,7.0,0.573
TXT_0686,research analysis generation network algorithm network content detection research algorithm generation algorithm,Human,Gemini,0.978,95.2,0.699,0.307,0.868,0.498,5.6,0.717
TXT_0687,data system system generation language research language system model content generation generation,Human,Human,0.108,45.77,0.257,0.939,0.366,0.399,12.5,0.745
TXT_0688,analysis data data analysis language system learning generation,AI,Gemini,0.932,29.54,0.564,0.317,0.043,0.75,7.8,0.905
TXT_0689,model generation network research content learning model network data model language analysis,AI,Claude,0.914,43.63,0.533,0.654,0.974,0.073,10.5,0.004
TXT_0690,model research algorithm pattern data detection content language content,Human,Claude,0.525,39.96,0.138,0.08,0.017,0.089,13.2,0.0
TXT_0691,algorithm generation detection language network learning generation network learning,Human,Human,0.725,25.85,0.591,0.242,0.948,0.652,11.2,0.472
TXT_0692,pattern generation language pattern research model network research network language model,Human,Claude,0.436,64.65,0.315,0.774,0.369,0.487,5.9,0.029
TXT_0693,system learning algorithm system system content analysis generation research research research pattern language,Human,Gemini,0.63,52.9,0.052,0.529,0.01,0.79,7.0,0.975
TXT_0694,language generation system generation research analysis data model research algorithm data generation algorithm,Human,Claude,0.341,87.91,0.949,0.928,0.689,0.916,7.4,0.222
TXT_0695,algorithm research network content system algorithm analysis detection model algorithm language content,Human,Human,0.301,12.89,0.641,0.429,0.981,0.388,7.8,0.473
TXT_0696,language generation detection generation content learning generation generation generation content detection,AI,Gemini,0.578,67.95,0.877,0.87,0.966,0.596,11.2,0.061
TXT_0697,model content learning algorithm system pattern system algorithm analysis network model model analysis network,Human,GPT-4,0.498,78.67,0.676,0.449,0.161,0.501,10.5,0.522
TXT_0698,learning data data model pattern research model algorithm algorithm,Human,Gemini,0.58,78.35,0.357,0.979,0.181,0.982,7.2,0.38
TXT_0699,language network generation system learning analysis detection model generation generation learning analysis,AI,Claude,0.287,89.75,0.513,0.96,0.566,0.831,5.7,0.045
TXT_0700,pattern algorithm content learning generation data model network data generation system detection research analysis,Human,GPT-4,0.367,75.61,0.676,0.329,0.637,0.912,6.9,0.335
TXT_0701,algorithm model network content algorithm model content network generation research pattern,Human,Gemini,0.084,93.5,0.96,0.886,0.739,0.254,15.8,0.391
TXT_0702,pattern data generation algorithm detection generation generation language model detection,Human,GPT-4,0.052,39.94,0.254,0.848,0.181,0.773,10.2,0.99
TXT_0703,language model pattern network research language model network system generation generation,Human,GPT-4,0.253,55.29,0.875,0.211,0.959,0.265,14.5,0.208
TXT_0704,system algorithm language content network pattern network detection generation learning pattern,AI,GPT-4,0.074,11.27,0.924,0.624,0.639,0.209,14.3,0.545
TXT_0705,network model generation algorithm system algorithm language data,Human,Gemini,0.104,10.63,0.67,0.073,0.847,0.944,10.6,0.987
TXT_0706,learning network research analysis learning detection language generation pattern network system pattern network pattern,AI,Claude,0.813,31.61,0.931,0.837,0.54,0.019,12.8,0.792
TXT_0707,analysis detection system algorithm pattern system detection pattern learning algorithm network generation,Human,Gemini,0.039,19.07,0.398,0.175,0.414,0.965,7.1,0.993
TXT_0708,language language generation network analysis language content language,Human,Claude,0.659,33.42,0.953,0.071,0.977,0.149,12.6,0.968
TXT_0709,research learning research language algorithm data network model model pattern system generation,AI,Gemini,0.273,25.93,0.703,0.4,0.582,0.819,8.0,0.49
TXT_0710,generation detection generation research learning network analysis system algorithm content algorithm network,Human,Gemini,0.872,12.57,0.042,0.577,0.867,0.276,14.2,0.696
TXT_0711,generation detection content research network pattern data research data generation,AI,Gemini,0.485,91.84,0.907,0.855,0.953,0.351,5.9,0.11
TXT_0712,research learning model algorithm learning content system language model learning network,AI,Claude,0.306,10.74,0.484,0.974,0.675,0.217,13.5,0.441
TXT_0713,content pattern network model detection data content system model content,AI,Gemini,0.518,76.25,0.46,0.439,0.549,0.586,6.1,0.809
TXT_0714,learning pattern content pattern model language generation language learning network model generation analysis,Human,GPT-4,0.382,23.69,0.566,0.06,0.004,0.348,14.7,0.505
TXT_0715,generation analysis detection detection algorithm data generation research system generation analysis research system research,Human,Gemini,0.564,92.1,0.149,0.749,0.04,0.657,8.3,0.703
TXT_0716,analysis detection content learning system system model analysis algorithm algorithm system,Human,GPT-4,0.115,90.35,0.469,0.565,0.201,0.016,12.2,0.746
TXT_0717,algorithm data detection model system algorithm analysis language generation content pattern detection learning,Human,Human,0.997,68.85,0.831,0.448,0.186,0.064,10.4,0.253
TXT_0718,language learning data research analysis research model content model system language analysis language,AI,Human,0.426,70.5,0.015,0.309,0.255,0.1,9.0,0.876
TXT_0719,network algorithm learning language generation system research network learning system language network network analysis,Human,Claude,0.348,10.48,0.273,0.502,0.305,0.419,12.1,0.46
TXT_0720,network pattern data pattern model learning learning learning learning,Human,Claude,0.71,98.64,0.002,0.339,0.36,0.815,15.4,0.21
TXT_0721,pattern language system content language network learning detection model model,AI,Human,0.364,89.0,0.416,0.757,0.421,0.888,5.5,0.865
TXT_0722,system generation generation content pattern system network generation generation generation research detection,AI,Gemini,0.833,90.56,0.728,0.544,0.099,0.245,15.1,0.418
TXT_0723,data network algorithm analysis language analysis system network network analysis content,Human,Gemini,0.454,69.33,0.799,0.877,0.042,0.574,11.7,0.75
TXT_0724,network generation content learning pattern algorithm research detection,AI,Gemini,0.72,41.03,0.945,0.544,0.674,0.768,13.9,0.548
TXT_0725,data learning model analysis pattern algorithm analysis pattern detection analysis learning generation language generation,AI,Human,0.107,90.43,0.609,0.238,0.537,0.289,9.2,0.382
TXT_0726,research content analysis system generation detection network language algorithm system learning learning research research,AI,GPT-4,0.846,36.24,0.255,0.851,0.444,0.409,10.2,0.81
TXT_0727,language network algorithm network model research content pattern,AI,Claude,0.736,60.64,0.924,0.557,0.634,0.524,14.6,0.584
TXT_0728,analysis analysis pattern data generation network data content algorithm data,AI,GPT-4,0.212,18.98,0.775,0.207,0.828,0.135,9.6,0.391
TXT_0729,pattern research pattern system learning learning language pattern,Human,Human,0.145,92.98,0.574,0.624,0.428,0.026,10.9,0.11
TXT_0730,network algorithm system system research data network pattern analysis,Human,GPT-4,0.316,22.67,0.696,0.358,0.641,0.153,5.2,0.895
TXT_0731,content analysis pattern model data data algorithm system research generation generation detection learning content,Human,Gemini,0.976,30.24,0.924,0.844,0.954,0.627,6.7,0.035
TXT_0732,detection model learning data analysis network system model,Human,Gemini,0.257,60.23,0.712,0.453,0.84,0.074,12.1,0.863
TXT_0733,research detection system analysis system learning algorithm pattern learning research content network,Human,GPT-4,0.456,78.77,0.368,0.726,0.426,0.19,12.9,0.36
TXT_0734,language learning algorithm pattern content learning data algorithm network model generation content data,Human,Human,0.03,65.74,0.713,0.096,0.645,0.338,11.4,0.639
TXT_0735,model analysis algorithm detection data system analysis analysis language content language,Human,GPT-4,0.397,30.89,0.04,0.396,0.177,0.078,6.6,0.922
TXT_0736,pattern data research detection data pattern language learning analysis network analysis,AI,Gemini,0.571,10.08,0.386,0.983,0.561,0.192,9.9,0.152
TXT_0737,analysis generation detection detection system language research model detection language model detection,Human,Gemini,0.953,78.14,0.406,0.808,0.981,0.911,8.9,0.567
TXT_0738,analysis pattern model language algorithm research model system learning model language research detection content,Human,Human,0.517,98.67,0.167,0.16,0.518,0.019,10.5,0.764
TXT_0739,content algorithm data data model network language learning system learning,Human,GPT-4,0.819,82.89,0.023,0.278,0.928,0.653,14.6,0.758
TXT_0740,language language model detection research system learning pattern,AI,Gemini,0.547,51.42,0.133,0.33,0.407,0.384,13.5,0.526
TXT_0741,system learning algorithm content analysis system content language generation network language model generation,Human,Gemini,0.041,91.34,0.655,0.65,0.999,0.673,5.9,0.625
TXT_0742,language language system model model generation language generation analysis learning system content data,Human,GPT-4,0.315,46.89,0.802,0.757,0.579,0.589,14.8,0.758
TXT_0743,detection system system system model research model research pattern generation data,AI,GPT-4,0.576,57.24,0.988,0.75,0.042,0.223,10.2,0.841
TXT_0744,model language research model network model data data research research generation data data,Human,Claude,0.951,52.94,0.346,0.51,0.587,0.847,13.2,0.762
TXT_0745,language pattern analysis system pattern algorithm model learning generation system algorithm analysis,Human,Human,0.859,50.29,0.599,0.811,0.275,0.492,6.5,0.354
TXT_0746,research data network generation content detection pattern data network algorithm research,AI,Human,0.228,79.77,0.937,0.437,0.032,0.823,12.4,0.997
TXT_0747,algorithm detection data data learning content network algorithm research data algorithm,Human,GPT-4,0.22,57.41,0.167,0.124,0.821,0.406,7.6,0.435
TXT_0748,content algorithm pattern learning pattern detection research analysis learning algorithm analysis,AI,Human,0.201,38.5,0.718,0.564,0.276,0.985,9.8,0.024
TXT_0749,analysis content model content pattern learning model learning language detection,Human,Gemini,0.922,33.23,0.755,0.952,0.797,0.77,5.2,0.363
TXT_0750,generation research detection system data data language generation language algorithm,Human,GPT-4,0.853,13.4,0.089,0.793,0.288,0.966,6.7,0.128
TXT_0751,learning system system pattern content content network pattern language pattern algorithm generation,Human,GPT-4,0.775,62.49,0.861,0.579,0.194,0.514,6.0,0.121
TXT_0752,content algorithm research pattern data data algorithm network,AI,GPT-4,0.393,30.7,0.813,0.647,0.974,0.474,7.6,0.282
TXT_0753,detection system network algorithm generation generation learning model data,AI,Claude,0.504,23.33,0.033,0.931,0.362,0.755,6.1,0.053
TXT_0754,detection pattern system pattern model research content learning content model model content language system,AI,Human,0.464,68.84,0.091,0.428,0.601,0.88,12.6,0.689
TXT_0755,analysis pattern detection research pattern system detection research research model research learning content language,Human,Claude,0.253,71.31,0.049,0.331,0.61,0.964,5.3,0.074
TXT_0756,pattern algorithm network analysis learning analysis research model,Human,Gemini,0.505,77.69,0.335,0.977,0.56,0.325,11.8,0.203
TXT_0757,network system model research research network network data generation generation detection language model system,AI,Human,0.03,55.32,0.509,0.863,0.915,0.799,6.5,0.093
TXT_0758,research research data model language model pattern content,AI,Claude,0.132,90.46,0.532,0.323,0.674,0.211,15.4,0.063
TXT_0759,network system language network system pattern learning algorithm pattern detection,Human,GPT-4,0.887,94.27,0.268,0.464,0.404,0.546,15.3,0.268
TXT_0760,generation pattern detection generation system generation network detection research network system language model,Human,Claude,0.752,82.66,0.912,0.415,0.862,0.18,7.5,0.572
TXT_0761,generation data content pattern research pattern generation data system learning data algorithm,Human,GPT-4,0.423,67.2,0.368,0.149,0.181,0.347,11.8,0.965
TXT_0762,learning detection analysis research generation detection detection analysis network system research model,Human,Claude,0.517,37.33,0.046,0.958,0.544,0.931,5.3,0.876
TXT_0763,learning detection model detection analysis data data language system analysis,AI,Claude,0.37,98.47,0.3,0.404,0.951,0.146,15.2,0.876
TXT_0764,detection research learning data data model model language,Human,Claude,0.741,34.67,0.531,0.875,0.625,0.632,10.8,0.176
TXT_0765,generation network content model model language research pattern generation model language learning,Human,GPT-4,0.784,28.24,0.408,0.189,0.817,0.593,5.5,0.265
TXT_0766,network analysis research analysis data generation network generation pattern network pattern generation research,Human,Claude,0.763,49.79,0.274,0.548,0.654,0.121,8.8,0.076
TXT_0767,language generation algorithm network detection analysis network data learning pattern algorithm system detection network,Human,Human,0.723,15.12,0.131,0.024,0.839,0.326,5.8,0.778
TXT_0768,research detection research generation generation detection research content detection,Human,Human,0.205,98.06,0.819,0.764,0.944,0.563,9.3,0.07
TXT_0769,network system research network algorithm data research network,Human,Human,0.338,62.96,0.996,0.581,0.273,0.187,12.4,0.557
TXT_0770,algorithm generation model content pattern content generation generation pattern research learning,Human,GPT-4,0.47,60.13,0.33,0.626,0.17,0.801,10.2,0.248
TXT_0771,pattern research network research system system content algorithm pattern research language,AI,GPT-4,0.331,69.02,0.382,0.052,0.484,0.972,9.2,0.243
TXT_0772,network analysis content content content detection algorithm pattern generation pattern data analysis detection,AI,Human,0.755,54.73,0.618,0.211,0.702,0.215,6.3,0.991
TXT_0773,language algorithm system pattern network generation system generation learning content detection,AI,Human,0.329,12.89,0.718,0.074,0.227,0.187,7.7,0.757
TXT_0774,model content content network detection analysis system generation generation,Human,Human,0.138,65.11,0.392,0.289,0.004,0.455,6.1,0.837
TXT_0775,content research pattern data research pattern generation research network model generation,AI,Gemini,0.399,74.46,0.905,0.627,0.343,0.748,13.9,0.572
TXT_0776,model system model language research network learning system algorithm,Human,Human,0.98,47.51,0.56,0.566,0.969,0.282,6.5,0.871
TXT_0777,analysis analysis analysis detection analysis network learning pattern content data system,Human,Claude,0.226,78.16,0.45,0.612,0.695,0.02,11.5,0.645
TXT_0778,algorithm research language pattern generation pattern analysis algorithm generation data,Human,Gemini,0.612,30.43,0.647,0.549,0.401,0.541,8.8,0.946
TXT_0779,learning algorithm detection analysis data research content model detection analysis generation,Human,Gemini,0.433,29.91,0.953,0.273,0.193,0.957,7.5,0.281
TXT_0780,learning detection network data pattern generation detection model model system,AI,GPT-4,0.071,24.53,0.795,0.245,0.356,0.391,12.0,0.595
TXT_0781,generation model system system detection system data language,Human,Claude,0.488,43.48,0.04,0.137,0.17,0.42,10.0,0.69
TXT_0782,analysis generation analysis network model content system learning learning model network learning language pattern,Human,GPT-4,0.702,86.23,0.332,0.849,0.106,0.969,9.4,0.393
TXT_0783,language algorithm data research learning content system content,AI,GPT-4,0.513,84.51,0.471,0.616,0.907,0.695,11.5,0.88
TXT_0784,data analysis network data research algorithm detection pattern learning,AI,Claude,0.872,44.45,0.315,0.187,0.998,0.719,10.4,0.98
TXT_0785,network learning learning learning learning learning network model model content model research,AI,GPT-4,0.289,63.02,0.7,0.177,0.164,0.563,8.3,0.494
TXT_0786,network learning language system system pattern research generation network,Human,Claude,0.086,74.87,0.826,0.873,0.055,0.975,11.1,0.391
TXT_0787,language data content analysis network model learning detection,AI,Claude,0.937,31.71,0.731,0.743,0.33,0.689,12.4,0.472
TXT_0788,data generation system generation data learning model data,Human,GPT-4,0.378,25.13,0.989,0.659,0.462,0.895,5.3,0.853
TXT_0789,data detection network model learning language pattern system,Human,Human,0.576,97.49,0.273,0.407,0.205,0.699,10.1,0.645
TXT_0790,system language data network analysis generation generation generation detection analysis network pattern generation,AI,GPT-4,0.792,65.58,0.875,0.262,0.301,0.735,5.6,0.045
TXT_0791,analysis analysis learning learning model content content pattern,AI,Gemini,0.324,98.33,0.767,0.979,0.201,0.29,7.1,0.542
TXT_0792,model content research algorithm generation pattern pattern learning model model content analysis,AI,GPT-4,0.716,40.4,0.362,0.797,0.774,0.303,11.2,0.017
TXT_0793,system detection data data model generation research pattern generation model generation,Human,Claude,0.135,73.27,0.734,0.302,0.713,0.783,14.5,0.779
TXT_0794,learning generation content content research pattern learning system analysis language learning network algorithm language,Human,Gemini,0.291,30.03,0.104,0.848,0.635,0.297,14.7,0.328
TXT_0795,language network research network pattern content generation analysis data,Human,Claude,0.145,33.51,0.789,0.759,0.387,0.563,5.8,0.472
TXT_0796,model language pattern data generation content pattern content generation model data learning content,Human,Human,0.811,56.07,0.532,0.297,0.909,0.249,9.6,0.799
TXT_0797,pattern system language data system system content model pattern research,Human,Human,0.223,38.77,0.292,0.427,0.97,0.817,11.4,0.046
TXT_0798,language language model model pattern network generation generation,Human,Gemini,0.717,25.09,0.656,0.186,0.174,0.111,6.6,0.159
TXT_0799,generation algorithm detection content model network system research research system data,AI,Human,0.943,33.66,0.642,0.111,0.223,0.829,13.4,0.398
TXT_0800,data generation content algorithm network research detection language generation analysis generation language,Human,Human,0.528,13.22,0.209,0.723,0.526,0.603,13.2,0.23
TXT_0801,learning model detection system model generation model network,AI,GPT-4,0.54,73.4,0.03,0.268,0.091,0.187,14.9,0.338
TXT_0802,algorithm learning language research network detection model detection pattern language algorithm,AI,GPT-4,0.461,54.29,0.434,0.82,0.436,0.542,5.1,0.998
TXT_0803,content content data learning algorithm content data network detection,AI,Human,0.326,18.48,0.57,0.996,0.582,0.282,7.4,0.825
TXT_0804,algorithm data system detection algorithm generation detection data model generation pattern system language content,AI,Human,0.476,25.45,0.877,0.077,0.522,0.323,14.1,0.884
TXT_0805,data network data analysis system system generation language,AI,GPT-4,0.603,19.23,0.928,0.473,0.331,0.352,12.4,0.937
TXT_0806,generation language network network analysis generation network research pattern language analysis detection,Human,Human,0.986,65.13,0.529,0.802,0.542,0.063,14.8,0.341
TXT_0807,analysis detection model model network generation pattern system analysis generation analysis analysis research model,Human,Human,0.938,18.48,0.754,0.789,0.959,0.986,5.6,0.297
TXT_0808,research model research generation algorithm model detection content,Human,Claude,0.862,77.89,0.439,0.76,0.206,0.032,11.6,0.234
TXT_0809,generation analysis system pattern generation research research research research generation system,Human,Human,0.889,11.85,0.746,0.349,0.655,0.662,11.3,0.83
TXT_0810,data research data system system algorithm model content pattern network content,AI,Gemini,0.468,32.44,0.205,0.454,0.043,0.371,5.4,0.68
TXT_0811,network system detection content learning model content pattern model,AI,Claude,0.657,90.16,0.371,0.595,0.066,0.646,10.6,0.236
TXT_0812,generation model data research data generation algorithm detection research system,AI,Gemini,0.895,74.67,0.634,0.974,0.552,0.356,11.7,0.377
TXT_0813,data data model system content learning language network,Human,Human,0.393,16.57,0.018,0.328,0.105,0.674,7.1,0.507
TXT_0814,detection content learning network analysis detection language pattern model language,Human,GPT-4,0.962,83.9,0.722,0.923,0.022,0.729,8.0,0.528
TXT_0815,content model network pattern algorithm data research learning detection system generation pattern,Human,Claude,0.416,54.37,0.836,0.269,0.172,0.691,12.0,0.889
TXT_0816,research language generation content detection generation analysis data model algorithm,Human,GPT-4,0.601,86.21,0.399,0.989,0.565,0.114,10.2,0.381
TXT_0817,model research data algorithm generation pattern data generation content analysis network data research generation,AI,Claude,0.71,64.07,0.448,0.67,0.703,0.657,14.4,0.909
TXT_0818,content research system network content analysis network detection generation,AI,GPT-4,0.951,71.36,0.851,0.464,0.202,0.28,8.8,0.441
TXT_0819,research system language learning language pattern analysis detection algorithm generation,Human,Claude,0.245,99.42,0.776,0.613,0.668,0.029,7.9,0.746
TXT_0820,data language system language model algorithm research system network content network,Human,Claude,0.746,30.91,0.288,0.273,0.182,0.415,15.8,0.93
TXT_0821,network data detection analysis model algorithm analysis system network data,AI,Gemini,0.521,66.16,0.324,0.274,0.613,0.434,15.0,0.908
TXT_0822,language detection system content model algorithm content detection data model system,AI,GPT-4,0.269,51.43,0.679,0.114,0.412,0.467,5.3,0.057
TXT_0823,network generation network learning pattern network pattern learning pattern research learning model,AI,Gemini,0.777,13.55,0.563,0.114,0.654,0.705,13.5,0.206
TXT_0824,model content generation research content content data analysis,AI,Gemini,0.552,11.3,0.162,0.348,0.995,0.309,6.2,0.477
TXT_0825,data network pattern data language content content data,Human,GPT-4,0.661,20.73,0.31,0.763,0.938,0.315,5.3,0.432
TXT_0826,language network model research system pattern content research data language,AI,Claude,0.323,68.42,0.9,0.608,0.004,0.061,8.0,0.641
TXT_0827,learning network algorithm algorithm research analysis algorithm algorithm model learning language model,AI,Gemini,0.481,61.04,0.688,0.103,0.885,0.687,8.0,0.945
TXT_0828,language pattern pattern generation system content algorithm language content algorithm model,AI,GPT-4,0.617,59.81,0.986,0.852,0.066,0.568,14.0,0.112
